"","id","text","sentimiento"
"1172",1172,"compre negro azul generalmente compre quedan bien justos talla ma quedado grande relacion material negro llena motitas pega azul elasticado bonito modelo bien fit notum van soltar calidad material precio creo bien producto",1
"1173",1173,"jeans tela rigida ello quedo compre modelo igual sybilla quedo bien talla",1
"1174",1174,"llevaba dos dias usando cama suena demasiado base",0
"1175",1175,"elasticados comodos buen calce generalmente talla pantalon compre azules quedaron perfectos buena compra recomiendo encantaron u si recomiendo producto",1
"1176",1176,"regale abuela duerme forma comoda cuida familiares tambien hace buena compra u si recomiendo producto",1
"1177",1177,"cambiado noches descanso compra producto dormia mal ahora compre colchon cic duermo bien levanto ma animo pues descaso mejor u si recomiendo producto",1
"1178",1178,"u si recomiendo producto",1
"1179",1179,"encanto colchon principio encontre duro comodo despierto dolor espalda u si recomiendo producto",1
"1180",1180,"excelente producto cumplio todas expectativas llego tiempo estimado",1
"1181",1181,"comodo colchon foto notum bien cierre sacar forro cubre colchon asi poder lavarlo",1
"1182",1182,"compre ma bien shinny mom",1
"1183",1183,"ame mom azules maravillos comodo ven fantasticos u si recomiendo producto",1
"1184",1184,"impresionante tenia tantas esperanzas precio definitivamente supera expectativas importante tener colchon buen descanso muchas veces quisieramos invertir ma realmente corazon recomiendo modelo vi gratamente sorprendida",1
"1185",1185,"jeans quedo perfecto talla retire tienda fecha pactada comodo lindo u si recomiendo producto",1
"1186",1186,"producto buena calidad momento dificultad promete confortable sienten resortes densidad colchon buenisima calidad tela tambien deformaciones casi mes uso igual primer dia cic demoro cerca tres dias s traerlo garantia anos cic segun informado pioneta recomiendo buena inversion u si recomiendo producto",1
"1187",1187,"mala compra quinto mes dejaron funcionar quemadores superiores",0
"1188",1188,"producto buena calidad cumple caracteristicas esperadas u si recomiendo producto",1
"1189",1189,"buen horno gran calidad facilidad funcionamiento",1
"1190",1190,"liviano comodo ahora duermo bien u si recomiendo producto",1
"1191",1191,"encantaria comprarmelo mama mucha falta hace u si recomiendo producto",1
"1192",1192,"producto buena calidad solo larga tiempo espera",1
"1193",1193,"calce bueno llenan pelusas",1
"1194",1194,"comodo bueno espalda ser ma duro convencionales u si recomiendo producto",1
"1195",1195,"expende olor desagradable ratos noche fuerte",1
"1196",1196,"u si recomiendo producto",1
"1197",1197,"comoda blanda buen porte u si recomiendo producto",1
"1198",1198,"compramos urgencia echo perder horno cocina misma marca mismas funciones prefiero mil veces cocina tamano funcionamiento horno amplio firme lindas terminaciones buen material have lindo cocina permite cocinar cualquier cosa da calor fuerte parejo distintas funciones calor superior inferior junto separado bandejas esmaltadas lata ademas fierro pollo spiedo cabe pizza grande fuentes medianas tener espacio hacia arriba sale calor delante parte cierra puerta parte superior horno calienta si prendido rato paredes laterales calientan recomiendo excelente alternativa horno unico casa compre oferta bbb u si recomiendo producto",0
"1199",1199,"cumple funcion calidad interior pesima compramos hace semana lata removible pelo toda caer jugo pollo",0
"1200",1200,"u si recomiendo producto",1
"1201",1201,"recomiendo totalmente cama comoda u si recomiendo producto",1
"1202",1202,"u si recomiendo producto",1
"1203",1203,"u si recomiendo producto",1
"1204",1204,"verdad <U+0093> tan <U+0094> mom elasticados tela delgada claros talla compre comentarios leu si quieres queden mom ma sueltos comprar menor talla tiro alto comodo esperaba",0
"1205",1205,"liviano tamano cumple requerimientos excelente espacio interior encanto",1
"1206",1206,"u si recomiendo producto",1
"1207",1207,"colchon comodo firme buena textura excelente calidad u si recomiendo producto",1
"1208",1208,"comodo firme u si recomiendo producto",1
"1209",1209,"liviano trasladar colchon u si recomiendo producto",1
"1210",1210,"u si recomiendo producto",1
"1211",1211,"buena cama plaza liviana comoda fasil armar elegante esteticamente u si recomiendo producto",1
"1212",1212,"hija gustan u si recomiendo producto",1
"1213",1213,"buen producto comodo lindo diseno precio excelente tener buen descanso tambien servicio despacho eficiente rapidismo u si recomiendo producto",1
"1214",1214,"super buen horno relacion precio calidad trae topo tenaza sacar bandejas quemarse calienta super alimentos facil limpiar gracias bandeja trae abajo sacar limpiar buenisimo u si recomiendo producto",1
"1215",1215,"buen producto acorde precio colchon excelente calidad base firme facil armado u si recomiendo producto",1
"1216",1216,"pesimo primer uso note timer funcionaba perilla giraba lado bandejas quedan demasiado sueltas caen aplica peso poner recipientes asaderas pequenas cocinar",0
"1217",1217,"excelente colchon mejor descanso merecido sufro dolor cronico",1
"1218",1218,"tratando comprarlo azul aparece blanco carro",1
"1219",1219,"compre hace meses primera noche suena orillas dura resortes sobresalen dura semana compra di aviso falabella disgusto hacen responsables",0
"1220",1220,"excelente producto u si recomiendo producto",1
"1221",1221,"colchon bueno tan comodo esperaba quizas cosa acostumbrarse venia regalo dos almohadas nunca llegaron",1
"1222",1222,"excelente producto estructura firme colchon comodo llevo meses producto ningun problemas ma espalda agradevida mejor nunca",1
"1223",1223,"buen producto meses ocupandolo horneado pan postres incluso masilla epoxica dado ningun problema perilla inexacta pongo cronometro aparte siento dane calidad producto",1
"1224",1224,"imagine mayor comodidad cama casi contrario recomiendo",0
"1225",1225,"maravillosa comoda llego dia incado ayudo bastante dolor espalda",1
"1226",1226,"pedi talla ma quedara suelto quedo gigante cintura lindo super elasticado tallas ma grandes normal talla aprox pedi talla aprox talla pedi talla u si recomiendo producto",1
