"palabra","positivo","negativo","sentimiento"
"Buen producto, cumple con lo descrito y es muy practico.",0,1,0
"Buen producto, cumple con lo señalado",0,0,0
"Buen producto, cumple con su propósito, transformó mi tv en smart tv",0,0,0
"Buen producto, después de 2 meses de uso aún funciona como nuevo",0,0,0
"Buen producto, dura mucho la batería, es rápido, liviano para trabajar y transportarlo.",0,0,0
"Buen producto, es amplio y fácil de usar. El spiedo funciona muy bien. Ideal para masas y carnes. Lo recomiendo.",0,3,0
"Buen producto, excelente computador, lo malo fue la demora en la entrega ya que no cumplieron con los plazos, y la confirmación de la compra demoro más de lo habitual",2,1,1
"Buen producto, fácil de conectar el wifi e imprime de muy buena calidad, 6 meses de uso y ningún problema, incluso para cambiar de wifi no es complicado.",0,3,0
"Buen producto, fácil de instalar y usar. los cartuchos de tinta vierten perfectamente y son muy fáciles de instalar. me quedo conforme con el producto que usamos en casa a diario.",2,1,1
"Buen producto, fácil de usar y practico, sirve mucho para desempolvar esa tv vieja sin smar tv....lo único malo es que hay que tener una buena señal de wifi... si no cuesta mucho que conecte
<U+2714> Sí, recomiendo este producto.",0,1,0
"Buen producto, feliz con la compra, recomendado absolutamente
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",1,0,1
"Buen producto, funciona como esperaba. Lo recomiendo totalmente",0,0,0
"Buen producto, hasta el momento me ha funcionado sin ning<U+FFFD>n problema cocinando de maravilla
<U+2714> Sí, recomiendo este producto.",3,3,0
"buen producto, hice papas fritas y en 20 min están listas, pero tienes que revolver a la mitad del tiempo, el sabor es genial, muy parecido a las fritas en aceite y nada que ver con las horneadas :) El tamaño es un poco pequeño por lo que si quieres cocinar para una familia tendrás que hacerlo unas 2 o 3 veces.",3,2,1
"Buen producto, la entrega súper rápida, llego antes de lo indicado, el precio excesivo",1,1,0
"Buen producto, las papas quedan en su punto y muy crujientes.-
<U+2714> Sí, recomiendo este producto.",0,1,0
"Buen producto, liviano, transportable, sonido nitido y duracion de la bateria acorde a las especificaciones.
En cuanto al color, azul que yo tengo, es muy bonito y sobrio.
<U+2714> Sí, recomiendo este producto.",1,1,0
"Buen producto, lo compré en oferta y cumple su función muy bien.
<U+2714> Sí, recomiendo este producto.",1,1,0
"Buen producto, lo mejor es que es muy fácil de aprender a utilizar.
<U+2714> Sí, recomiendo este producto.",1,1,0
"buen producto, lo mejor fue que lo compre en la mañana por inernet con retiro en tienda y lo pude ir a buscar ese mismo dia en la tarde",3,3,0
"Buen producto, lo probé con papas y quedan perfectas con unas gotitas de aceite, llego en el tiempo estipulado",0,0,0
"Buen producto, lo utilizo mucho para todo tipo de preparaciones, excelente ayuda en la cocina, 100% recomendado.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",3,0,1
"Buen producto, los alimentos quedan perfectos
<U+2714> Sí, recomiendo este producto.",0,0,0
"Buen producto, me habia asustado pero viene con RECETARIO.
Es facil ocuparla.. me encanta que si se quiere se puede amasar: se le agregan los productos y deja genial la masa. A diferencia de las otraa maqjinas de hacer pan.
100% recomendada.
<U+2714> Sí, recomiendo este producto.",2,2,0
"Buen producto, pero muy caro. Antes el mismo a 500 mil aprox",0,2,0
"Buen producto, practico, solo hay que ajustar un poco las recetas, pero en general funciona muy bien",1,1,0
"Buen producto, rapido y facil de usar... funciona super bien para dos personas.",0,0,0
"Buen producto, rápido, liviano, cómodo, pero la batería no dura mucho la verdad, DOS A TRES horas como máximo viendo una clase, ( lo cambie por lo poco que dura la batería y es lo mismo) esta de mas decir que esta sobre valorado.$$$$",2,0,1
"Buen producto, s<U+FFFD>per !! Adem<U+FFFD>s los dos vasos permiten compartir los batidos
<U+2714> Sí, recomiendo este producto.",0,0,0
"Buen producto, se compró hace un año y a funcionado de maravillas
<U+2714> Sí, recomiendo este producto.",0,0,0
"Buen producto, sin embargo siguiendo las instrucciones no se logran muy buenos resultados, tuvo que ser ensayo y error hasta encontrar las mejores proporciones",0,4,0
"Buen producto, sobre todo para universitarios",0,0,0
"Buen producto, solo que es de mediados de 2017 y posee procesador de 5ta generación, cuando ya vamos en la 7ma y 8va generación. No es una oferta en sí, ya que es un producto antiguo por decirlo de alguna manera. Aún asi deberia estar mas barato.",2,2,0
"Buen producto, sonido bajo excelente",1,0,1
"buen producto, tamaño es el mismo de un microondas, cumple!",0,0,0
"Buen producto, un poco más pequeño de lo que pensé. Fácil de utilizar, Si quieres hacer papas fritas caen 3 papas picadas tamaño mediano (1 porción a 1 1/2 porción)",1,0,1
"Buen producto,lo tengo hace 5 meses y funciona de maravilla.",3,0,1
"Buen producto. El pan queda esponjoso, mejor que el pan de molde del súper, porque esta echo en casa. Las intrucciones son algo equivocadas, pero con unos vídeos en YouTube para la recomendación
<U+2714> Sí, recomiendo este producto.",1,1,0
"Buen producto. Hace porsiones para 2 personas. Hay que cuidar bien la parte de teflón. Les recomiendo lavarla bien con agua caliente y jabón antes del primer uso.
Publicada originalmente en falabella.com.co",0,0,0
"Buen producto. Hasta el momento no he tenido ningún problema.",0,3,0
"Buen producto. Tiene múltiples funciones y hace un rico pan. Mi mamá está super contenta con su regalo de navidad. Ahora mis hermanas quieren el mismo regalo. Desafortunadamente, ahora la subieron 10 lucas. Mal ahí Falabella. Cuesta 40, 50 o 60 lucas? decídanse.",1,5,0
"Buen producto.me permite programar en cuantas horas necesitare el pan. Queda esponjoso y rico.",0,1,0
"Buen rendimiento de tintas, se puede escanear e imprimir por wifi, Recomendado !
<U+2714> Sí, recomiendo este producto.",0,0,0
"buen sonido excelente duracion de bateria. solo si que no tiene radio. ni usb . pero genial en potencia y calidad de sonido",4,0,1
"Buen sonido garantizado siempre y cuando no supere el 75%. En canciones o estilos de música en donde los bajos fuertes o profundos, el parlante se ""chupa""; pero por el tamaño, el sonido impresiona.",0,0,0
"Buen sonido pero mala conexión. Audífono izquierdo no conecta",0,0,0
"Buen sonido solo que le falta traer el cargador de pared y la base
Yaq anteriormente estaba al mismo precio y incluía lo antes mencionado
<U+2714> Sí, recomiendo este producto.",1,2,0
"Buen sonido y bajos nada que decir. Solo que cuando se esta quedando sin bateria se baja el volumen que creo que debe ser algun sistena de ahorro que a mi me molesta.",1,2,0
"Buen tama<U+FFFD>o, facil de usar tiene 2 vasos y eso es bueno Lo unico que siempre que uno los lava quedan h<U+FFFD>medos y le sale algunos hongos Pero si uno lo sabe usar no hay problema
<U+2714> Sí, recomiendo este producto.",3,2,1
"Buen tamaño, control de temepratura de calidad,
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,0,0
"Buen tamaño, excelente diseño, lo único es que se calienta mucho al cocinar los alimentos y el cordón para el enchufe es muy corto, hasta ahora a funcionado bien.",3,3,0
"Buen tamaño, excelente potencia estoy muy conforme con el producto !",2,1,1
"Buen tamaño, me sirve para preparar variadas recetas, las direcciones del calor son muy útiles.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",2,1,1
"Buen tamaño, potencia y de lindo diseño
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",2,0,1
"Buen valor y cumple las expectativas esperadas
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",2,0,1
"Buen<U+FFFD>sima, los vasos son de buena calidad, en general cumple con lo que yo necesitaba.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Buena buena buena... es grande y elegante. Si te gusta cocinar con estos hornos. Este es excelente",6,0,1
"Buena calidad , buen producto y cómodo
<U+2714> Sí, recomiendo este producto.",0,0,0
"Buena calidad a pesar de lo barato que son.. lo único malo es que venía con alarma y aún no sé cómo solucionar el tema ahora que la tienda está cerrada.
<U+2714> Sí, recomiendo este producto.",2,3,0
"Buena calidad de la tela. En color azul pedir talla normal, y en negro solo 1 talla más. Son tiro alto (justo al ombligo) y ambos quedan igual. Me gustan.
<U+2714> Sí, recomiendo este producto.",1,4,0
"buena calidad en las impresiones, ya habia comprado una y se me cayo, por lo tanto compre la misma y menos mal que tenia todo lo de la anterior ya que la nueva no venia con el cable de la impresora al compu ni tampoco el cd de instalacion. pero de que imprime bien si lo hace y le pones funcion economica y la tinta te dura muchisimo y de buena calidad.
<U+2714> Sí, recomiendo este producto.",0,4,0
"Buena calidad y a excelente precio, tiene bonito calce, igual es super ajustado pasa que lo tengan en consideración
<U+2714> Sí, recomiendo este producto.",1,0,1
"Buena calidad y ahorro en tinta. Para una familia con hijos estudiantes, lo mejor, pues además integra scanner.
<U+2714> Sí, recomiendo este producto.",2,0,1
"Buena calidad, quedan muy bien en la talla que compre, y su valor me encanto aun mas",3,1,1
"Buena calidad. Había tenido malas experiencias con los alternativos, por lo que decidí comprarlo y hasta el momento ningún problema,",0,1,0
"Buena capacidad para cocer varias cosas a la vez. Ideal para un quincho.
<U+2714> Sí, recomiendo este producto.",3,0,1
"Buena compra me encanta poder hacer pan cuando quiera excelente producto
<U+2714> Sí, recomiendo este producto.",2,1,1
"Buena compra, cumple con todas las funciones ofrecidas. Conforme con la compra.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Buena compra, el pan queda bien preparado y cocido.",1,1,0
"Buena compra, fácil de usar y limpiar, las comidas quedan exquisitas, además de cocinar mucho más sano. Feliz con mi compra.",4,0,1
"Buena compra, hasta el momento funciona bien. Tiene 2 bandejas y una rejilla lo que lo hace muy práctico.",0,6,0
"Buena conexión rápida
Sonido sensacional llamadas bien super bien super cómodos
Buena compra
Recomendados!!!
Y la entrega super rápida
Falabella siempre como siempre cumpliendo
<U+2714> Sí, recomiendo este producto.",2,1,1
"Buena experiencia con este producto. Entrega una gran opción para ver en cualquier televisión los contenidos de ti teléfono, Netflix, YouTube, Spotify entre otros servicios",1,0,1
"Buena experiencia. Facil conexión y uso. Solo le agregaría más aplicaciones para ampliar su uso.",1,0,1
"Buena freidora, algo pequeña, pero en relación con el precio está bien.",0,0,0
"Buena impresión, rápida y de calidad... Además que sirve para realizat distintos tipos de impresiones...",0,0,0
"Buena impresora y scanner. Lo único malo es que los cartuchos de tinta se gastan muy rápido.",0,2,0
"Buena impresora, costo un poco enlazar por wifi pero luego de haberlo logrado imprimimos sin problemas",0,0,0
"Buena impresora, pero un poco lenta... hasta el momento ningún problema.",0,1,0
"Buena la impresora, fácil de usar y conectar, y con buena relación precio calidad.
Además las tintas son recargables lo que es más económico
<U+2714> Sí, recomiendo este producto.",0,0,0
"Buena la maquina, la tengo hace mas de 6 meses y ha sido de bastante ayuda en época de pandemia, practica, no gasta tanta luz y se puedes hacer pancito, con semillas, aceitunas, con diferentes harinas y queda muy rico",4,2,1
"buena maquina muy amigable. Hasta el momento sin ningun problema. pan rico
<U+2714> Sí, recomiendo este producto.",0,3,0
"Buena maquina, muy practica de usar, facil de lavar cumple con el objetivo, ademas en poco tiempo prepara el batido ....BUENISIMA, no le tenia tanta fe pero me sorprendio .
<U+2714> Sí, recomiendo este producto.",2,1,1
"Buena marca nunca me ha fallado , buen horno eléctrico lo recomiendo
<U+2714> Sí, recomiendo este producto.",0,0,0
"Buena pero aun no le achuntan para un pan bueno",3,1,1
"BUENA POTENCIA PARA SU PRECIO
<U+2714> Sí, recomiendo este producto.",1,0,1
"Buena relacion precio -calidad.
<U+2714> Sí, recomiendo este producto.",0,0,0
"buena relación precio calidad para el producto, cumple todas las expectativas
<U+2714> Sí, recomiendo este producto.",0,0,0
"Buena relación precio calidad, cumple prefecto el objetivo de compra, puedo elaborar pan integral con los ingredientes que yo prefiera y obtener un rico y sano producto.
<U+2714> Sí, recomiendo este producto.",3,1,1
"Buena relación precio calidad, lo recomiendo para uso domestico. Falta mayor rapidéz al scanner.
<U+2714> Sí, recomiendo este producto.",2,2,0
"BUENA RELACION PRECIO CALIDAD.
TIENE BUEN TAMAÑO. NI MUY GRANDE NI MUY CHICO
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,1,0
"Buena tela y color, es elasticado de forma que da. Pedí el 42 y me queda super, pero se va soltando, asi que creo que pediré uno mas pequeño de otro color. Se los recomiendo mucho!
<U+2714> Sí, recomiendo este producto.",1,0,1
"Buena tela, elásticados, tiro alto y cómodos, el modelo en si no están Mom se llama ""megan"" es un mom ajustado. La talla es grande siempre soy 40 pero compre la 38 y me queda bien, el 36 me quedaba muy apretado pero aun así si alguien tiene la cintura pequeña le quedaría.
<U+2714> Sí, recomiendo este producto.",2,2,0
