"","Palabra","negative","positive","positivo","negativo"
"999","hacer",0,1,0,0
"1000","sus",0,0,0,0
"1001","tareas",0,0,0,0
"1002","con",0,0,0,0
"1003","estilo",0,1,1,0
"1004","y",0,0,0,0
"1005","logra",0,0,0,0
"1006","conectar",0,0,0,0
"1007","la",0,0,0,0
"1008","tecnolog",0,0,0,0
"1009","a",0,0,0,0
"1010","con",0,0,0,0
"1011","la",0,0,0,0
"1012","educaci",0,0,0,0
"1013","n",0,0,0,0
"1014","u",0,0,0,0
"1015","2714",0,0,0,0
"1016","s",0,0,0,0
"1017","recomiendo",0,0,1,0
"1018","este",0,0,0,0
"1019","producto",0,0,0,0
"1020","excelente",0,1,1,0
"1021","facil",0,0,1,0
"1022","de",0,0,0,0
"1023","usar",0,0,0,0
"1024","el",0,0,0,0
"1025","pan",1,0,0,0
"1026","queda",0,0,0,0
"1027","muy",1,0,0,0
"1028","rico",0,0,1,0
"1029","es",0,0,0,0
"1030","econ",0,0,0,0
"1031","mica",0,0,0,0
"1032","la",0,0,0,0
"1033","compre",0,0,0,0
"1034","en",0,0,0,0
"1035","febrero",0,0,0,0
"1036","y",0,0,0,0
"1037","no",0,0,0,0
"1038","he",0,0,0,0
"1039","vuelto",0,0,0,0
"1040","a",0,0,0,0
"1041","comprar",0,0,0,0
"1042","pan",1,0,0,0
"1043","u",0,0,0,0
"1044","2714",0,0,0,0
"1045","s",0,0,0,0
"1046","recomiendo",0,0,0,0
"1047","este",0,0,0,0
"1048","producto",0,0,0,0
"1049","hab",0,0,0,0
"1050","a",0,0,0,0
"1051","comprado",0,0,0,0
"1052","otra",0,0,0,0
"1053","marca",0,0,0,0
"1054","y",0,0,0,0
"1055","sali",0,0,0,0
"1056","defectuoso",2,0,0,1
"1057","al",0,0,0,0
"1058","realizar",0,0,0,0
"1059","el",0,0,0,0
"1060","cambio",0,0,0,0
"1061","no",0,0,0,0
"1062","estaba",0,0,0,0
"1063","muy",1,0,0,0
"1064","convencido",0,0,1,0
"1065","de",0,0,0,0
"1066","este",0,0,0,0
"1067","roku",0,0,0,0
"1068","express",0,0,0,0
"1069","pero",0,0,0,0
"1070","ha",0,0,0,0
"1071","andado",0,0,0,0
"1072","super",0,0,0,0
"1073","bien",0,0,1,0
"1074","es",0,0,0,0
"1075","r",0,0,0,0
"1076","pido",0,0,0,0
"1077","instale",0,0,0,0
"1078","la",0,0,0,0
"1079","gran",0,0,0,0
"1080","mayor",0,2,0,0
"1081","a",0,0,0,0
"1082","de",0,0,0,0
"1083","app",0,0,0,0
"1084","que",0,0,0,0
"1085","m",0,0,0,0
"1086","s",0,0,0,0
"1087","se",0,0,0,0
"1088","ocupan",0,0,0,0
"1089","u",0,0,0,0
"1090","2714",0,0,0,0
"1091","s",0,0,0,0
"1092","recomiendo",0,0,1,0
"1093","este",0,0,0,0
"1094","producto",0,0,0,0
"1095","buen",0,0,1,0
"1096","simo",0,0,0,0
"1097","es",0,0,0,0
"1098","mi",0,0,0,0
"1099","primer",0,0,0,0
"1100","mac",0,0,0,0
"1101","y",0,0,0,0
"1102","ha",0,0,0,0
"1103","sido",0,0,0,0
"1104","toda",0,0,0,0
"1105","una",0,0,0,0
"1106","experiencia",0,0,0,0
"1107","ya",0,0,0,0
"1108","lo",0,0,0,0
"1109","tengo",0,0,0,0
"1110","hace",0,0,0,0
"1111","cerca",0,0,0,0
"1112","de",0,0,0,0
"1113","un",0,0,0,0
"1114","a",0,0,0,0
"1115","o",0,0,0,0
"1116","la",0,0,0,0
"1117","bater",0,0,0,0
"1118","a",0,0,0,0
"1119","dura",0,0,0,0
"1120","bastante",0,1,1,0
"1121","y",0,0,0,0
"1122","es",0,0,0,0
"1123","super",0,0,0,0
"1124","c",0,0,0,0
"1125","modo",0,0,0,0
"1126","para",0,0,0,0
"1127","transportar",0,0,0,0
"1128","especial",0,1,1,0
"1129","para",0,0,0,0
"1130","trabajar",0,0,0,0
"1131","estudiar",0,0,0,0
"1132","recomendado",0,0,1,0
"1133","impresora",0,0,0,0
"1134","rapida",0,0,1,0
"1135","al",0,0,0,0
"1136","momento",0,0,0,0
"1137","de",0,0,0,0
"1138","imprimir",0,0,0,0
"1139","buena",0,0,1,0
"1140","calidad",0,0,0,0
"1141","u",0,0,0,0
"1142","2714",0,0,0,0
"1143","s",0,0,0,0
"1144","recomiendo",0,0,1,0
"1145","este",0,0,0,0
"1146","producto",0,0,0,0
"1147","son",0,0,0,0
"1148","muy",1,0,0,0
"1149","c",0,0,0,0
"1150","modos",0,0,0,0
"1151","pero",0,0,0,0
"1152","de",0,0,0,0
"1153","largo",0,0,0,0
"1154","son",0,0,0,0
"1155","cortos",0,0,0,0
"1156","compre",0,0,0,0
"1157","en",0,0,0,0
"1158","color",0,0,0,0
"1159","negro",3,0,0,0
"1160","y",0,0,0,0
"1161","se",0,0,0,0
"1162","le",0,0,0,0
"1163","pegan",0,0,0,0
"1164","todas",0,0,0,0
"1165","las",0,0,0,0
"1166","pelusas",0,0,0,0
"1167","que",0,0,0,0
"1168","se",0,0,0,0
"1169","puedan",0,0,0,0
"1170","imaginar",0,0,0,0
"1171","son",0,0,0,0
"1172","muy",1,0,0,0
"1173","linda",0,0,1,0
"1174","y",0,0,0,0
"1175","comodas",0,0,1,0
"1176","solo",0,0,0,0
"1177","que",0,0,0,0
"1178","son",0,0,0,0
"1179","un",0,0,0,0
"1180","poco",0,0,0,0
"1181","mas",0,0,0,0
"1182","peque",0,0,0,0
"1183","as",0,1,0,0
"1184","pero",0,0,0,0
"1185","yo",0,0,0,0
"1186","casi",0,0,0,0
"1187","siempre",0,0,0,0
"1188","uso",0,0,0,0
"1189","37",0,0,0,0
"1190","y",0,0,0,0
"1191","38",0,0,0,0
"1192","asi",0,0,0,0
"1193","que",0,0,0,0
"1194","me",0,0,0,0
"1195","quedaron",0,0,0,0
"1196","super",0,0,0,0
"1197","el",0,0,0,0
"1198","numero",0,0,0,0
"1199","38",0,0,0,0
"1200","u",0,0,0,0
"1201","2714",0,0,0,0
"1202","s",0,0,0,0
"1203","recomiendo",0,0,1,0
"1204","este",0,0,0,0
"1205","producto",0,0,0,0
"1206","compre",0,0,0,0
"1207","un",0,0,0,0
"1208","40",0,0,0,0
"1209","y",0,0,0,0
"1210","me",0,0,0,0
"1211","quedo",0,0,0,0
"1212","bien",0,0,1,0
"1213","ni",0,0,0,0
"1214","suelto",0,0,0,0
"1215","ni",0,0,0,0
"1216","apretado",0,0,0,0
"1217","quiz",0,0,0,0
"1218","s",0,0,0,0
"1219","un",0,0,0,0
"1220","42",0,0,0,0
"1221","se",0,0,0,0
"1222","notaria",0,0,0,0
"1223","m",0,0,0,0
"1224","s",0,0,0,0
"1225","que",0,0,0,0
"1226","es",0,0,0,0
"1227","un",0,0,0,0
"1228","mom",0,0,0,0
"1229","pero",0,0,0,0
"1230","de",0,0,0,0
"1231","cintura",0,0,0,0
"1232","me",0,0,0,0
"1233","hubiese",0,0,0,0
"1234","quedado",0,0,0,0
"1235","nadando",0,0,0,0
"1236","la",0,0,0,0
"1237","tela",0,0,0,0
"1238","es",0,0,0,0
"1239","elasticada",0,0,0,0
"1240","y",0,0,0,0
"1241","quiz",0,0,0,0
"1242","s",0,0,0,0
"1243","m",0,0,0,0
"1244","s",0,0,0,0
"1245","adelante",0,2,0,0
"1246","me",0,0,0,0
"1247","quede",0,0,0,0
"1248","m",0,0,0,0
"1249","s",0,0,0,0
"1250","suelto",0,0,0,0
"1251","y",0,0,0,0
"1252","pueda",0,0,0,0
"1253","lucir",0,0,0,0
"1254","mejor",0,0,0,0
"1255","u",0,0,0,0
"1256","2714",0,0,0,0
"1257","s",0,0,0,0
"1258","recomiendo",0,0,1,0
"1259","este",0,0,0,0
"1260","producto",0,0,0,0
"1261","super",0,0,0,0
"1262","mis",0,0,0,0
"1263","expectativas",0,0,0,0
"1264","no",0,0,0,0
"1265","s",0,0,0,0
"1266","por",0,0,0,0
"1267","qu",0,0,0,0
"1268","varios",0,0,0,0
"1269","dicen",0,0,0,0
"1270","que",0,0,0,0
"1271","no",0,0,0,0
"1272","les",0,0,0,0
"1273","funciona",0,0,0,0
"1274","yo",0,0,0,0
"1275","me",0,0,0,0
"1276","he",0,0,0,0
"1277","limitado",1,0,1,0
"1278","a",0,0,0,0
"1279","usar",0,0,0,0
"1280","las",0,0,0,0
"1281","medidas",0,0,0,0
"1282","del",0,0,0,0
"1283","recetario",0,0,0,0
"1284","y",0,0,0,0
"1285","me",0,0,0,0
"1286","han",0,0,0,0
"1287","quedado",0,0,0,0
"1288","unos",0,0,0,0
"1289","panes",0,0,0,0
"1290","s",0,0,0,0
"1291","per",0,0,0,0
"1292","ricos",0,0,1,0
"1293","de",0,0,0,0
"1294","hecho",0,0,0,0
"1295","no",0,0,0,0
"1296","he",0,0,0,0
"1297","vuelto",0,0,0,0
"1298","a",0,0,0,0
"1299","comprar",0,0,0,0
"1300","pan",1,0,0,0
"1301","yo",0,0,0,0
"1302","he",0,0,0,0
"1303","hecho",0,0,0,0
"1304","el",0,0,0,0
"1305","pan",1,0,0,0
"1306","blanco",0,1,0,0
"1307","sencillo",0,1,0,0
"1308","le",0,0,0,0
"1309","agrego",0,0,0,0
"1310","semillas",0,0,0,0
"1311","y",0,0,0,0
"1312","un",0,0,0,0
"1313","poco",0,0,0,0
"1314","de",0,0,0,0
"1315","leche",0,0,0,0
"1316","es",0,0,0,0
"1317","importante",0,1,0,0
"1318","no",0,0,0,0
"1319","excederse",0,0,0,0
"1320","con",0,0,0,0
"1321","el",0,0,0,0
"1322","agua",0,0,0,0
"1323","debe",0,0,0,0
"1324","quedar",0,0,0,0
"1325","masa",0,0,0,0
"1326","de",0,0,0,0
"1327","pan",1,0,0,0
"1328","y",0,0,0,0
"1329","no",0,0,0,0
"1330","de",0,0,0,0
"1331","queque",0,0,0,0
"1332","tampoco",0,0,0,0
"1333","excederse",0,0,0,0
"1334","con",0,0,0,0
"1335","la",0,0,0,0
"1336","levadura",0,0,0,0
"1337","tambi",0,0,0,0
"1338","n",0,0,0,0
"1339","el",0,0,0,0
"1340","pan",1,0,0,0
"1341","integral",0,0,0,0
"1342","queda",0,0,0,0
"1343","bueno",0,3,1,0
"1344","aunque",0,0,0,0
"1345","no",0,0,0,0
"1346","sube",0,0,0,0
"1347","tanto",0,0,0,0
"1348","como",0,0,0,0
"1349","el",0,0,0,0
"1350","otro",0,0,0,0
"1351","u",0,0,0,0
"1352","2714",0,0,0,0
"1353","s",0,0,0,0
"1354","recomiendo",0,0,1,0
"1355","este",0,0,0,0
"1356","producto",0,0,0,0
"1357","llego",0,0,0,0
"1358","hace",0,0,0,0
"1359","2",0,0,0,0
"1360","semanas",0,0,0,0
"1361","muy",1,0,0,0
"1362","comodo",0,0,1,0
"1363","el",0,0,0,0
"1364","colchon",0,0,0,0
"1365","pero",0,0,0,0
"1366","sudas",0,0,0,0
"1367","mucho",0,0,0,0
"1368","por",0,0,0,0
"1369","el",0,0,0,0
"1370","sistema",0,0,0,0
"1371","del",0,0,0,0
"1372","cobre",0,0,0,0
"1373","la",0,0,0,0
"1374","base",0,0,0,0
"1375","es",0,0,0,0
"1376","eficiente",0,1,1,0
"1377","pero",0,0,0,0
"1378","podria",0,0,0,0
"1379","ser",0,0,0,0
"1380","mejor",0,0,1,0
"1381","al",0,0,0,0
"1382","momento",0,0,0,0
"1383","de",0,0,0,0
"1384","armar",0,0,0,0
"1385","no",0,0,0,0
"1386","encajaban",0,0,0,0
"1387","los",0,0,0,0
"1388","tornillos",0,0,0,0
"1389","en",0,0,0,0
"1390","los",0,0,0,0
"1391","ligares",0,0,0,0
"1392","demarcados",0,0,0,0
"1393","pero",0,0,0,0
"1394","hasta",0,0,0,0
"1395","el",0,0,0,0
"1396","momento",0,0,0,0
"1397","es",0,0,0,0
"1398","muy",1,0,0,0
"1399","buena",0,0,1,0
"1400","cama",0,0,0,0
"1401","la",0,0,0,0
"1402","recomiendo",0,0,1,0
"1403","100",0,0,0,0
"1404","la",0,0,0,0
"1405","ocupe",0,0,0,0
"1406","hoy",0,0,0,0
"1407","excelentes",0,0,1,0
"1408","papitas",0,0,0,0
"1409","fritas",0,0,0,0
"1410","y",0,0,0,0
"1411","nuggets",0,0,0,0
"1412","de",0,0,0,0
"1413","pollo",0,0,0,0
"1414","menos",0,0,0,0
"1415","de",0,0,0,0
"1416","1",0,0,0,0
"1417","cucharadita",0,0,0,0
"1418","de",0,0,0,0
"1419","aceite",0,0,0,0
"1420","directo",0,0,0,0
"1421","en",0,0,0,0
"1422","las",0,0,0,0
"1423","papas",0,0,0,0
"1424","crujientes",0,0,0,0
"1425","u",0,0,0,0
"1426","2714",0,0,0,0
"1427","s",0,0,0,0
"1428","recomiendo",0,0,1,0
"1429","este",0,0,0,0
"1430","producto",0,0,0,0
"1431","hermoso",0,0,1,0
"1432","color",0,0,0,0
"1433","y",0,0,0,0
"1434","f",0,0,0,0
"1435","cil",0,0,0,0
"1436","armado",1,1,0,0
"1437","genial",0,1,1,0
"1438","poder",0,0,0,0
"1439","separar",0,0,0,0
"1440","el",0,0,0,0
"1441","camarote",0,0,0,0
"1442","en",0,0,0,0
"1443","2",0,0,0,0
"1444","camas",0,0,0,0
"1445","compr",0,0,0,0
"1446","el",0,0,0,0
"1447","jeans",0,0,0,0
"1448","negro",3,0,0,0
"1449","y",0,0,0,0
"1450","azul",0,0,0,0
"1451","en",0,0,0,0
"1452","la",0,0,0,0
"1453","misma",0,0,0,0
"1454","talla",0,0,0,0
"1455","48",0,0,0,0
"1456","el",0,0,0,0
"1457","azul",0,0,0,0
"1458","me",0,0,0,0
"1459","qued",0,0,0,0
"1460","perfecto",0,1,1,0
"1461","pero",0,0,0,0
"1462","el",0,0,0,0
"1463","negro",3,0,0,0
"1464","no",0,0,0,0
"1465","no",0,0,0,0
"1466","son",0,0,0,0
"1467","el",0,0,0,0
"1468","mismo",0,0,0,0
"1469","modelo",0,1,0,0
"1470","ni",0,0,0,0
"1471","el",0,0,0,0
"1472","mismo",0,0,0,0
"1473","material",0,0,0,0
"1474","as",0,1,0,0
"1475","que",0,0,0,0
"1476","a",0,0,0,0
"1477","mis",0,0,0,0
"1478","compa",0,0,0,0
"1479","eras",0,0,0,0
"1480","de",0,0,0,0
"1481","talla",0,0,0,0
"1482","48",0,0,0,0
"1483","les",0,0,0,0
"1484","recomiendo",0,0,1,0
"1485","el",0,0,0,0
"1486","azul",0,0,0,0
"1487","pero",0,0,0,0
"1488","no",0,0,0,0
"1489","compren",0,0,0,0
"1490","el",0,0,0,0
"1491","negro",3,0,0,0
"1492","se",0,0,0,0
"1493","evitan",0,0,0,0
"1494","el",0,0,0,0
"1495","devolver",0,0,1,0
"1496","o",0,0,0,0
"1497","cambiar",0,0,0,0
"1498","el",0,0,0,0
"1499","producto",0,0,0,0
"1500","los",0,0,0,0
"1501","jeans",0,0,0,0
"1502","negros",0,0,0,0
"1503","son",0,0,0,0
"1504","una",0,0,0,0
"1505","talla",0,0,0,0
"1506","menos",0,0,0,0
"1507","y",0,0,0,0
"1508","no",0,0,0,0
"1509","son",0,0,0,0
"1510","tiro",0,0,0,0
"1511","alto",1,0,0,0
"1512","pero",0,0,0,0
"1513","el",0,0,0,0
"1514","azul",0,0,0,0
"1515","lo",0,0,0,0
"1516","recomiendo",0,0,1,0
"1517","es",0,0,0,0
"1518","el",0,0,0,0
"1519","sticado",0,0,0,0
"1520","tiro",0,0,0,0
"1521","alto",1,0,0,0
"1522","y",0,0,0,0
"1523","skinny",0,0,0,0
"1524","mido",0,0,0,0
"1525","1.75",0,0,0,0
"1526","y",0,0,0,0
"1527","me",0,0,0,0
"1528","llegan",0,0,0,0
"1529","hasta",0,0,0,0
"1530","el",0,0,0,0
"1531","tobillo",0,0,0,0
"1532","u",0,0,0,0
"1533","2714",0,0,0,0
"1534","s",0,0,0,0
"1535","recomiendo",0,0,1,0
"1536","este",0,0,0,0
"1537","producto",0,0,0,0
"1538","la",0,0,0,0
"1539","cama",0,0,0,0
"1540","es",0,0,0,0
"1541","c",0,0,0,0
"1542","moda",0,0,0,0
"1543","linda",0,0,1,0
"1544","igual",0,0,0,0
"1545","a",0,0,0,0
"1546","la",0,0,0,0
"1547","descripci",0,0,0,0
"1548","n",0,0,0,0
"1549","lo",0,0,0,0
"1550","nico",0,0,0,0
"1551","que",0,0,0,0
"1552","incomoda",0,0,0,1
"1553","es",0,0,0,0
"1554","que",0,0,0,0
"1555","el",0,0,0,0
"1556","colch",0,0,0,0
"1557","n",0,0,0,0
"1558","adicional",0,0,0,0
"1559","no",0,0,0,0
"1560","tiene",0,0,0,0
"1561","un",0,0,0,0
"1562","l",0,0,0,0
"1563","mite",0,0,0,0
"1564","al",0,0,0,0
"1565","momento",0,0,0,0
"1566","de",0,0,0,0
"1567","sacarlo",0,0,0,0
"1568","del",0,0,0,0
"1569","interior",0,1,0,0
"1570","del",0,0,0,0
"1571","caj",0,0,0,0
"1572","n",0,0,0,0
"1573","por",0,0,0,0
"1574","lo",0,0,0,0
"1575","que",0,0,0,0
"1576","se",0,0,0,0
"1577","sale",0,0,0,0
"1578","totalmente",0,0,0,0
"1579","del",0,0,0,0
"1580","caj",0,0,0,0
"1581","n",0,0,0,0
"1582","y",0,0,0,0
"1583","si",0,0,0,0
"1584","quien",0,0,0,0
"1585","lo",0,0,0,0
"1586","usa",0,0,0,0
"1587","se",0,0,0,0
"1588","mueve",0,0,0,0
"1589","mucho",0,0,0,0
"1590","el",0,0,0,0
"1591","colch",0,0,0,0
"1592","n",0,0,0,0
"1593","puede",0,0,0,0
"1594","llegar",0,0,0,0
"1595","a",0,0,0,0
"1596","cualquier",0,0,0,0
"1597","parte",0,0,0,0
"1598","tengo",0,0,0,0
"1599","dos",0,0,0,0
"1600","el",0,0,0,0
"1601","azul",0,0,0,0
"1602","y",0,0,0,0
"1603","negro",3,0,0,0
"1604","pero",0,0,0,0
"1605","son",0,0,0,0
"1606","distintos",0,0,0,0
"1607","soy",0,0,0,0
"1608","talla",0,0,0,0
"1609","40",0,0,0,0
"1610","el",0,0,0,0
"1611","azul",0,0,0,0
"1612","es",0,0,0,0
"1613","el",0,0,0,0
"1614","sticado",0,0,0,0
"1615","de",0,0,0,0
"1616","tiro",0,0,0,0
"1617","largo",0,0,0,0
"1618","muy",1,0,0,0
"1619","c",0,0,0,0
"1620","modo",0,0,0,0
"1621","me",0,0,0,0
"1622","encanta",0,0,0,0
"1623","en",0,0,0,0
"1624","el",0,0,0,0
"1625","caso",1,0,0,0
"1626","del",0,0,0,0
"1627","negro",3,0,0,0
"1628","tambi",0,0,0,0
"1629","n",0,0,0,0
"1630","es",0,0,0,0
"1631","de",0,0,0,0
"1632","tiro",0,0,0,0
"1633","largo",0,0,0,0
"1634","pero",0,0,0,0
"1635","no",0,0,0,0
"1636","es",0,0,0,0
"1637","el",0,0,0,0
"1638","sticado",0,0,0,0
"1639","por",0,0,0,0
"1640","lo",0,0,0,0
"1641","que",0,0,0,0
"1642","lo",0,0,0,0
"1643","hace",0,0,0,0
"1644","m",0,0,0,0
"1645","s",0,0,0,0
"1646","angosto",0,0,0,0
"1647","ped",0,0,0,0
"1648","talla",0,0,0,0
"1649","42",0,0,0,0
"1650","y",0,0,0,0
"1651","me",0,0,0,0
"1652","qued",0,0,0,0
"1653","super",0,0,0,0
"1654","u",0,0,0,0
"1655","2714",0,0,0,0
"1656","s",0,0,0,0
"1657","recomiendo",0,0,1,0
"1658","este",0,0,0,0
"1659","producto",0,0,0,0
"1660","es",0,0,0,0
"1661","muy",1,0,0,0
"1662","til",0,0,0,0
"1663","sirve",0,0,0,0
"1664","para",0,0,0,0
"1665","dos",0,0,0,0
"1666","o",0,0,0,0
"1667","3",0,0,0,0
"1668","porciones",0,0,0,0
"1669","normales",0,0,0,0
"1670","no",0,0,0,0
"1671","para",0,0,0,0
"1672","llenar",0,0,0,0
"1673","el",0,0,0,0
"1674","plato",0,0,0,0
"1675","solo",0,0,0,0
"1676","hay",0,0,0,0
"1677","que",0,0,0,0
"1678","revolver",0,0,0,0
"1679","una",0,0,0,0
"1680","o",0,0,0,0
"1681","dos",0,0,0,0
"1682","veces",0,0,0,0
"1683","para",0,0,0,0
"1684","que",0,0,0,0
"1685","queden",0,0,0,0
"1686","parejas",0,0,0,0
"1687","quedan",0,0,0,0
"1688","muy",1,0,0,0
"1689","crujientes",0,0,0,0
"1690","me",0,0,0,0
"1691","encant",0,0,0,0
"1692","u",0,0,0,0
"1693","2714",0,0,0,0
"1694","s",0,0,0,0
"1695","recomiendo",0,0,1,0
"1696","este",0,0,0,0
"1697","producto",0,0,0,0
"1698","modelo",0,1,0,0
"1699","que",0,0,0,0
"1700","se",0,0,0,0
"1701","ajusta",0,0,0,0
"1702","tela",0,0,0,0
"1703","delgada",0,0,0,0
"1704","el",0,0,0,0
"1705","sticada",0,0,0,0
"1706","compre",0,0,0,0
"1707","talla",0,0,0,0
"1708","38",0,0,0,0
"1709","se",0,0,0,0
"1710","ven",0,0,0,0
"1711","peque",0,0,0,0
"1712","os",0,0,0,0
"1713","pero",0,0,0,0
"1714","quedan",0,0,0,0
"1715","increibles",0,0,1,0
"1716","la",0,0,0,0
"1717","talla",0,0,0,0
"1718","es",0,0,0,0
"1719","la",0,0,0,0
"1720","real",0,2,0,0
"1721","de",0,0,0,0
"1722","uno",0,0,0,0
"1723","me",0,0,0,0
"1724","gusto",0,1,1,0
"1725","mucho",0,0,0,0
"1726","el",0,0,0,0
"1727","jeans",0,0,0,0
"1728","c",0,0,0,0
"1729","modo",0,0,0,0
"1730","el",0,0,0,0
"1731","sticado",0,0,0,0
"1732","livianito",0,0,0,0
"1733","u",0,0,0,0
"1734","2714",0,0,0,0
"1735","s",0,0,0,0
"1736","recomiendo",0,0,1,0
"1737","este",0,0,0,0
"1738","producto",0,0,0,0
"1739","es",0,0,0,0
"1740","liviano",0,0,0,0
"1741","f",0,0,0,0
"1742","cil",0,0,0,0
"1743","de",0,0,0,0
"1744","utilizar",0,0,0,0
"1745","y",0,0,0,0
"1746","compatible",0,1,1,0
"1747","con",0,0,0,0
"1748","la",0,0,0,0
"1749","mayor",0,2,0,0
"1750","a",0,0,0,0
"1751","de",0,0,0,0
"1752","trabajos",0,0,0,0
"1753","de",0,0,0,0
"1754","escritorio",0,0,0,0
"1755","sin",0,0,0,0
"1756","problemas",0,0,0,1
"1757","para",0,0,0,0
"1758","la",0,0,0,0
"1759","navegaci",0,0,0,0
"1760","n",0,0,0,0
"1761","en",0,0,0,0
"1762","internet",0,0,0,0
"1763","sin",0,0,0,0
"1764","embargo",1,0,0,0
"1765","es",0,0,0,0
"1766","b",0,0,0,0
"1767","sico",0,0,0,0
"1768","para",0,0,0,0
"1769","trabajo",0,2,0,0
"1770","m",0,0,0,0
"1771","s",0,0,0,0
"1772","espec",0,0,0,0
"1773","fico",0,0,0,0
"1774","como",0,0,0,0
"1775","utilizaci",0,0,0,0
"1776","n",0,0,0,0
"1777","de",0,0,0,0
"1778","gr",0,0,0,0
"1779","ficos",0,0,0,0
"1780","o",0,0,0,0
"1781","soportar",0,1,1,0
"1782","internet",0,0,0,0
"1783","5g",0,0,0,0
"1784","es",0,0,0,0
"1785","modelo",0,1,0,0
"1786","a",0,0,0,0
"1787","o",0,0,0,0
"1788","2017",0,0,0,0
"1789","pero",0,0,0,0
"1790","con",0,0,0,0
"1791","soporte",0,0,0,0
"1792","mac",0,0,0,0
"1793","u",0,0,0,0
"1794","2714",0,0,0,0
"1795","s",0,0,0,0
"1796","recomiendo",0,0,1,0
"1797","este",0,0,0,0
"1798","producto",0,0,0,0
"1799","se",0,0,0,0
"1800","descompuso",0,0,0,0
"1801","despu",0,0,0,0
"1802","s",0,0,0,0
"1803","de",0,0,0,0
"1804","5",0,0,0,0
"1805","meses",0,0,0,0
"1806","de",0,0,0,0
"1807","uso",0,0,0,0
"1808","p",0,0,0,0
"1809","sima",0,0,0,0
"1810","compra",0,0,0,0
"1811","a",0,0,0,0
"1812","los",0,0,0,0
"1813","dos",0,0,0,0
"1814","meses",0,0,0,0
"1815","de",0,0,0,0
"1816","uso",0,0,0,0
"1817","moliendo",0,0,0,0
"1818","comida",0,1,0,0
"1819","de",0,0,0,0
"1820","mi",0,0,0,0
"1821","beb",0,0,0,0
"1822","que",0,0,0,0
"1823","son",0,0,0,0
"1824","solo",0,0,0,0
"1825","verduras",0,0,0,0
"1826","se",0,0,0,0
"1827","le",0,0,0,0
"1828","salio",0,0,0,1
"1829","una",0,0,0,0
"1830","cuchilla",0,0,0,0
"1831","u",0,0,0,0
"1832","2714",0,0,0,0
"1833","s",0,0,0,0
"1834","recomiendo",0,0,1,0
"1835","este",0,0,0,0
"1836","producto",0,0,0,0
"1837","tengo",0,0,0,0
"1838","todos",0,0,0,0
"1839","los",0,0,0,0
"1840","colores",0,0,0,0
"1841","de",0,0,0,0
"1842","este",0,0,0,0
"1843","modelo",0,1,0,0
"1844","y",0,0,0,0
"1845","me",0,0,0,0
"1846","faltaba",0,0,0,0
"1847","el",0,0,0,0
"1848","blanco",0,1,0,0
"1849","en",0,0,0,0
"1850","negro",3,0,0,0
"1851","lo",0,0,0,0
"1852","tengo",0,0,0,0
"1853","en",0,0,0,0
"1854","talla",0,0,0,0
"1855","36",0,0,0,0
"1856","porque",0,0,0,0
"1857","es",0,0,0,0
"1858","m",0,0,0,0
"1859","s",0,0,0,0
"1860","peque",0,0,0,0
"1861","o",0,0,0,0
"1862","los",0,0,0,0
"1863","otros",0,0,0,0
"1864","dos",0,0,0,0
"1865","en",0,0,0,0
"1866","34",0,0,0,0
"1867","mi",0,0,0,0
"1868","talla",0,0,0,0
"1869","compr",0,0,0,0
"1870","el",0,0,0,0
"1871","blanco",0,1,0,0
"1872","y",0,0,0,0
"1873","es",0,0,0,0
"1874","horrible",6,0,0,0
"1875","para",0,0,0,0
"1876","empezar",0,0,0,0
"1877","es",0,0,0,0
"1878","color",0,0,0,0
"1879","crema",0,1,0,0
"1880","y",0,0,0,0
"1881","lo",0,0,0,0
"1882","peor",1,0,0,1
"1883","es",0,0,0,0
"1884","que",0,0,0,0
"1885","la",0,0,0,0
"1886","tela",0,0,0,0
"1887","es",0,0,0,0
"1888","demasiado",0,0,0,1
"1889","delgada",0,0,0,0
"1890","y",0,0,0,0
"1891","se",0,0,0,0
"1892","trasluce",0,0,0,0
"1893","todo",0,0,0,0
"1894","no",0,0,0,0
"1895","compren",0,0,0,0
"1896","ese",0,0,0,0
"1897","color",0,0,0,0
"1898","los",0,0,0,0
"1899","otros",0,0,0,0
"1900","quedan",0,0,0,0
"1901","perfectos",0,0,1,0
"1902","el",0,0,0,0
"1903","negro",3,0,0,0
"1904","debe",0,0,0,0
"1905","ser",0,0,0,0
"1906","una",0,0,0,0
"1907","talla",0,0,0,0
"1908","m",0,0,0,0
"1909","s",0,0,0,0
"1910","porque",0,0,0,0
"1911","es",0,0,0,0
"1912","r",0,0,0,0
"1913","gido",0,0,0,0
"1914","y",0,0,0,0
"1915","muy",1,0,0,0
"1916","apretado",0,0,0,0
"1917","de",0,0,0,0
"1918","piernas",0,0,0,0
"1919","puedo",0,0,0,0
"1920","usarlo",0,0,0,0
"1921","para",0,0,0,0
"1922","convertir",0,1,0,0
"1923","mi",0,0,0,0
"1924","tv",0,0,0,0
"1925","led",0,0,0,0
"1926","en",0,0,0,0
"1927","un",0,0,0,0
"1928","smart",0,0,0,0
"1929","u",0,0,0,0
"1930","2714",0,0,0,0
"1931","s",0,0,0,0
"1932","recomiendo",0,0,1,0
"1933","este",0,0,0,0
"1934","producto",0,0,0,0
"1935","publicada",0,0,0,0
"1936","originalmente",0,0,0,0
"1937","en",0,0,0,0
